verbo,rota,arquivo,linha,controller,guards,permissoes,recurso,cenario_executado,status_http,evidencia,regra_negocio_por_rota,id_achado
GET,/v1/admin/campanhas/:id/pulados,apps/api/src/admin/campanha.controller.ts,210,CampanhaController,StaffGuard;PermissaoGuard,'marketing.send';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/catalog/services,apps/api/src/admin/catalogo.controller.ts,80,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/catalog/services,apps/api/src/admin/catalogo.controller.ts,86,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/services/:id,apps/api/src/admin/catalogo.controller.ts,99,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/services/:id/active,apps/api/src/admin/catalogo.controller.ts,121,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/services/:id/resources,apps/api/src/admin/catalogo.controller.ts,136,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/catalog/professionals,apps/api/src/admin/catalogo.controller.ts,160,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/catalog/professionals,apps/api/src/admin/catalogo.controller.ts,167,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/professionals/:id,apps/api/src/admin/catalogo.controller.ts,181,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/professionals/:id/perfil-publico,apps/api/src/admin/catalogo.controller.ts,205,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/professionals/:id/active,apps/api/src/admin/catalogo.controller.ts,226,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/catalog/professionals/:id/schedule,apps/api/src/admin/catalogo.controller.ts,250,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/professionals/:id/schedule,apps/api/src/admin/catalogo.controller.ts,273,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/catalog/resources,apps/api/src/admin/catalogo.controller.ts,300,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/catalog/resources,apps/api/src/admin/catalogo.controller.ts,307,CatalogoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/chaves,apps/api/src/admin/chaves.controller.ts,55,ChavesController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/chaves,apps/api/src/admin/chaves.controller.ts,71,ChavesController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/chaves/:chaveId/revogacao,apps/api/src/admin/chaves.controller.ts,91,ChavesController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/churn,apps/api/src/admin/churn.controller.ts,41,ChurnController,StaffGuard;PermissaoGuard,'customers.view';'customers.view_notes';'reviews.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/crescimento,apps/api/src/admin/churn.controller.ts,85,ChurnController,StaffGuard;PermissaoGuard,'finance.view';'reports.finance';'customers.view';'customers.view_notes',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/directory,apps/api/src/admin/clientes.controller.ts,29,ClientesController,StaffGuard;PermissaoGuard,'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission/mine,apps/api/src/admin/comissao.controller.ts,113,ComissaoController,StaffGuard;PermissaoGuard,'commission.view_own',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission/mine/closures,apps/api/src/admin/comissao.controller.ts,131,ComissaoController,StaffGuard;PermissaoGuard,'commission.view_own',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission,apps/api/src/admin/comissao.controller.ts,143,ComissaoController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission/closures,apps/api/src/admin/comissao.controller.ts,153,ComissaoController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/commission/closures,apps/api/src/admin/comissao.controller.ts,172,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission/rules,apps/api/src/admin/comissao.controller.ts,197,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/commission/rules,apps/api/src/admin/comissao.controller.ts,203,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/commission/rules/:id,apps/api/src/admin/comissao.controller.ts,234,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/commission/settings,apps/api/src/admin/comissao.controller.ts,253,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/commission/fees,apps/api/src/admin/comissao.controller.ts,282,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/commission/fees,apps/api/src/admin/comissao.controller.ts,288,ComissaoController,StaffGuard;PermissaoGuard,'commission.edit_rules',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/dre,apps/api/src/admin/dre.controller.ts,111,DreController,StaffGuard;PermissaoGuard,'finance.view_profit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/vales,apps/api/src/admin/dre.controller.ts,138,DreController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/vales/teto/:professionalId,apps/api/src/admin/dre.controller.ts,160,DreController,StaffGuard;PermissaoGuard,'finance.advance',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/vales,apps/api/src/admin/dre.controller.ts,177,DreController,StaffGuard;PermissaoGuard,'finance.advance',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/vales/:id/cancelar,apps/api/src/admin/dre.controller.ts,214,DreController,StaffGuard;PermissaoGuard,'finance.advance',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/comandas/:id/estornar,apps/api/src/admin/dre.controller.ts,237,DreController,StaffGuard;PermissaoGuard,'finance.order_refund',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/pacotes/:id/transferir,apps/api/src/admin/dre.controller.ts,261,DreController,StaffGuard;PermissaoGuard,'finance.package_transfer',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/estoque/produtos,apps/api/src/admin/estoque.controller.ts,80,EstoqueController,StaffGuard;PermissaoGuard,'inventory.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/estoque/produtos,apps/api/src/admin/estoque.controller.ts,108,EstoqueController,StaffGuard;PermissaoGuard,'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/estoque/produtos/:id,apps/api/src/admin/estoque.controller.ts,139,EstoqueController,StaffGuard;PermissaoGuard,'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/estoque/produtos/:id/movimentos,apps/api/src/admin/estoque.controller.ts,172,EstoqueController,StaffGuard;PermissaoGuard,'inventory.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/estoque/movimentos,apps/api/src/admin/estoque.controller.ts,184,EstoqueController,StaffGuard;PermissaoGuard,'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/estoque/ficha/:serviceId,apps/api/src/admin/estoque.controller.ts,218,EstoqueController,StaffGuard;PermissaoGuard,'inventory.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/estoque/ficha/:serviceId,apps/api/src/admin/estoque.controller.ts,234,EstoqueController,StaffGuard;PermissaoGuard,'settings.manage';'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/estoque/margem,apps/api/src/admin/estoque.controller.ts,260,EstoqueController,StaffGuard;PermissaoGuard,'finance.view_profit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/:id/ficha,apps/api/src/admin/ficha.controller.ts,78,FichaController,StaffGuard;PermissaoGuard,'customers.view_notes';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/customers/:id/preferences,apps/api/src/admin/ficha.controller.ts,91,FichaController,StaffGuard;PermissaoGuard,'customers.edit_notes',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/:id/fotos,apps/api/src/admin/ficha.controller.ts,123,FichaController,StaffGuard;PermissaoGuard,'customers.view_photos',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/customers/:id/fotos,apps/api/src/admin/ficha.controller.ts,148,FichaController,StaffGuard;PermissaoGuard,'customers.manage_photos',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/customers/fotos/:fotoId/portfolio,apps/api/src/admin/ficha.controller.ts,172,FichaController,StaffGuard;PermissaoGuard,'customers.manage_photos',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/customers/fotos/:fotoId,apps/api/src/admin/ficha.controller.ts,200,FichaController,StaffGuard;PermissaoGuard,'customers.manage_photos',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/fidelidade/programa,apps/api/src/admin/fidelidade.controller.ts,65,FidelidadeController,StaffGuard;PermissaoGuard,'appointments.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/fidelidade/programa,apps/api/src/admin/fidelidade.controller.ts,71,FidelidadeController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/fidelidade/clientes/:id,apps/api/src/admin/fidelidade.controller.ts,96,FidelidadeController,StaffGuard;PermissaoGuard,'customers.view';'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/fidelidade/clientes/:id/ajuste,apps/api/src/admin/fidelidade.controller.ts,108,FidelidadeController,StaffGuard;PermissaoGuard,'finance.loyalty_adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/queue,apps/api/src/admin/fila.controller.ts,70,FilaController,StaffGuard;PermissaoGuard,'appointments.view','fila',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/queue/fit,apps/api/src/admin/fila.controller.ts,91,FilaController,StaffGuard;PermissaoGuard,'appointments.create','fila',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/queue,apps/api/src/admin/fila.controller.ts,116,FilaController,StaffGuard;PermissaoGuard,'appointments.create','fila',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/queue/:id/move,apps/api/src/admin/fila.controller.ts,153,FilaController,StaffGuard;PermissaoGuard,'appointments.attend','fila',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/queue/:id/seat,apps/api/src/admin/fila.controller.ts,182,FilaController,StaffGuard;PermissaoGuard,'appointments.attend','fila',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/contas,apps/api/src/admin/financeiro.controller.ts,109,FinanceiroController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/contas,apps/api/src/admin/financeiro.controller.ts,128,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/contas/:id/quitar,apps/api/src/admin/financeiro.controller.ts,156,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/contas/:id/cancelar,apps/api/src/admin/financeiro.controller.ts,183,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/categorias,apps/api/src/admin/financeiro.controller.ts,206,FinanceiroController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/categorias,apps/api/src/admin/financeiro.controller.ts,212,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/financeiro/categorias/:id,apps/api/src/admin/financeiro.controller.ts,228,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/contas-bancarias,apps/api/src/admin/financeiro.controller.ts,247,FinanceiroController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/contas-bancarias,apps/api/src/admin/financeiro.controller.ts,253,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/transferencias,apps/api/src/admin/financeiro.controller.ts,277,FinanceiroController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/transferencias,apps/api/src/admin/financeiro.controller.ts,289,FinanceiroController,StaffGuard;PermissaoGuard,'finance.bills_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/clientes/:id/resumo,apps/api/src/admin/financeiro.controller.ts,328,FinanceiroController,StaffGuard;PermissaoGuard,'customers.view';'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/financeiro/clientes/:id/fiado,apps/api/src/admin/financeiro.controller.ts,347,FinanceiroController,StaffGuard;PermissaoGuard,'customers.view';'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/financeiro/clientes/:id/limite,apps/api/src/admin/financeiro.controller.ts,366,FinanceiroController,StaffGuard;PermissaoGuard,'finance.credit_limit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/financeiro/clientes/:id/saldo-inicial,apps/api/src/admin/financeiro.controller.ts,386,FinanceiroController,StaffGuard;PermissaoGuard,'finance.credit_limit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/fiscal/configuracao,apps/api/src/admin/fiscal.controller.ts,123,FiscalController,StaffGuard;PermissaoGuard,'fiscal.settings','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/fiscal/configuracao,apps/api/src/admin/fiscal.controller.ts,142,FiscalController,StaffGuard;PermissaoGuard,'fiscal.settings','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/fiscal/notas,apps/api/src/admin/fiscal.controller.ts,204,FiscalController,StaffGuard;PermissaoGuard,'fiscal.view';'finance.view','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/fiscal/notas/comanda/:id,apps/api/src/admin/fiscal.controller.ts,253,FiscalController,StaffGuard;PermissaoGuard,'fiscal.view';'customers.view','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/fiscal/tomador/:id,apps/api/src/admin/fiscal.controller.ts,278,FiscalController,StaffGuard;PermissaoGuard,'customers.edit','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/fiscal/notas/comanda/:id,apps/api/src/admin/fiscal.controller.ts,306,FiscalController,StaffGuard;PermissaoGuard,'fiscal.issue','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/fiscal/notas/:id/cancelar,apps/api/src/admin/fiscal.controller.ts,330,FiscalController,StaffGuard;PermissaoGuard,'fiscal.issue','fiscal',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/franquia/padrao,apps/api/src/admin/franquia.controller.ts,71,FranquiaController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/franquia/padrao,apps/api/src/admin/franquia.controller.ts,79,FranquiaController,StaffGuard;PermissaoGuard,'franchise.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/franquia/padrao/:itemId,apps/api/src/admin/franquia.controller.ts,109,FranquiaController,StaffGuard;PermissaoGuard,'franchise.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
